entity,lap_number,fatigue_pct,PitStatus,stint_hours
VER,15,0.07962055884680047,Pit,
PIA,55,0.13181633173399016,Running,
NOR,35,0.07739508883549268,Running,
NOR,55,0.1507051710213328,Running,
RUS,14,0.03218310967696841,Running,
RUS,49,0.317945003895119,Running,
VER,7,0.20715195958416616,Running,
PIA,30,0.6307079867797758,Running,
PER,49,0.8972467772929358,Running,
RUS,16,0.5579339151768212,Running,
PER,51,0.0913744844321121,Running,
LEC,72,0.2315942071804522,Running,
RUS,42,0.10493693242857038,Running,
STR,17,0.44504960637441193,Running,
PIA,63,0.3227956475591459,Running,
VER,45,0.29788148236915557,Running,
LEC,77,0.08569441484634205,Running,
PIA,7,0.08760937179685818,Running,
STR,27,0.2939940667724017,Running,
PIA,10,0.1518408430882079,Running,
STR,34,0.013431063832114454,Running,
STR,36,0.11299905239983421,Running,
PER,25,0.20094440209647846,Running,
ALO,6,0.4659757952294702,Running,
LEC,24,0.12632318837755147,Running,
PIA,18,0.15891622088579638,Running,
HAM,6,0.9068006408972664,Running,
LEC,29,0.26550958940126934,Running,
ALO,25,0.15548985147446764,Running,
LEC,55,0.24406117877206895,Running,
NOR,46,0.4896236629715278,Running,
HAM,24,0.5307365692939547,Running,
ALO,75,0.7764506842649704,Running,
PER,26,0.8888099831858925,Running,
PIA,28,1.3538593488946509,Running,
SAI,3,1.1114542837086738,Running,
ALO,75,0.6399748093899469,Running,
VER,38,1.4873458192338207,Running,
PIA,61,0.8424989099152749,Running,
ALO,78,0.3685650076196076,Running,
NOR,51,0.9781920849361789,Running,
SAI,48,0.9261526439720349,Running,
NOR,21,0.1131872612246107,Running,
SAI,54,0.5499610910468578,Running,
VER,56,0.8972118489201569,Running,
PIA,59,1.509805617908304,Running,
PER,72,1.9548704242290147,Running,
NOR,51,2.1459986666915163,Running,
NOR,20,0.7259229740656875,Running,
STR,59,0.7498775909994606,Running,
SAI,71,0.956863093612216,Running,
RUS,9,0.6170475430784541,Running,
PIA,1,0.2500821730136285,Running,
SAI,29,1.0132178443230042,Running,
STR,63,0.04048974355177898,Running,
LEC,72,0.49599621312781256,Running,
SAI,56,0.20205145177761008,Running,
PER,68,0.5943947940871899,Running,
PIA,35,0.08715468913642194,Running,
STR,3,0.42983602200511034,Running,
LEC,7,0.5085116108134211,Running,
HAM,27,0.4226593388395358,Running,
STR,1,0.042142518946299,Running,
HAM,71,0.22277538721840046,Running,
PIA,44,0.5957130376390216,Running,
NOR,41,0.011547701063832627,Running,
STR,75,0.743090572507328,In Lap,
VER,42,1.2792331104895527,Running,
HAM,33,1.4712312400663952,In Lap,
PER,50,0.6818673263459779,Running,
VER,63,0.40324063462429394,Running,
ALO,37,1.1763969209090772,Running,
ALO,59,0.06270028990183057,Pit,
LEC,48,0.44533369155852903,Running,
NOR,5,0.3721198353156735,Running,
PIA,48,0.4752666964599722,Running,
STR,3,0.9815929661828704,Running,
RUS,47,0.0016800723968951603,Running,
PER,62,0.5369320112469794,Running,
HAM,14,0.18149501055198108,Running,
PIA,63,0.4033391709435355,Running,
VER,61,0.05130113739475889,Running,
ALO,31,0.7972964671974045,Running,
PER,17,0.7553012375416501,Running,
RUS,24,1.505986811949446,Running,
STR,23,1.0047104561122635,Running,
LEC,50,0.543400179625446,Running,
RUS,78,0.012181607076254541,Running,
PER,70,0.9260694006101176,Running,
RUS,27,0.31882863728413674,Running,
PER,15,1.2365036012333088,Running,
PER,50,1.3538998666622573,Running,
SAI,36,1.4960182030397882,Running,
HAM,8,1.4727919799505855,Running,
ALO,3,1.5642107813895079,Running,
SAI,62,0.78589587548729,Running,
STR,47,2.0585327736440964,Pit,
SAI,77,1.6729768172967132,In Lap,
NOR,61,0.9447815329665612,Running,
NOR,32,0.7715358189495092,Running,
ALO,13,1.0057015072823126,Running,
RUS,1,0.3365268253758477,Running,
HAM,34,0.11610124217528855,Running,
ALO,62,0.5200539885317629,Running,
PER,78,0.493824669683543,Running,
VER,71,0.5774430922725976,Running,
HAM,31,1.0415398942591538,Running,
HAM,64,0.4284775727358109,Running,
PER,25,0.9741425014321916,Running,
PER,38,0.8650009562263555,Running,
LEC,14,0.7623279879052092,Running,
ALO,8,0.6583474493653707,Running,
PER,54,0.059424605081814796,Running,
NOR,2,0.30576907048887464,Running,
STR,78,0.3472800821920835,Running,
VER,56,0.858244452086554,Running,
ALO,61,1.009791830520426,Running,
PIA,22,0.2030519379236817,Running,
NOR,35,0.11586025014680978,Pit,
RUS,16,0.2786028784428102,Running,
PER,50,0.48058191136448464,Running,
PIA,43,0.24910945743481933,Running,
PER,17,0.4254241445323534,Running,
HAM,58,0.22662372445000772,Running,
NOR,2,0.8899255589214478,Pit,
HAM,4,0.15432070564531247,Running,
LEC,39,0.6404336804430477,Running,
HAM,6,0.5282809719115739,Running,
LEC,69,0.31648975047529754,Running,
LEC,69,1.02018388312079,Running,
PIA,20,0.5453820330128714,Running,
PER,64,0.4059940607492596,Running,
RUS,16,0.3238374095124147,Running,
HAM,51,0.7122008847997616,Running,
NOR,37,0.6329902533092637,Pit,
LEC,73,0.5129768572506521,Running,
PER,69,0.911003199580282,Running,
VER,42,1.7955274365164295,Running,
ALO,57,1.3325892246669357,Running,
PIA,66,1.203907467268267,Running,
RUS,9,1.1673009409226054,Running,
SAI,64,0.9705679088162084,Running,
PIA,22,0.20828911630008523,Running,
VER,34,0.6870907159159945,Running,
ALO,55,0.4775300333558108,Running,
VER,29,0.531923720259253,Running,
HAM,38,0.35209031781492095,Running,
LEC,18,0.4479292151904152,Pit,
RUS,71,0.07548071372424081,Running,
STR,65,0.37845483433406324,Running,
LEC,1,0.5317252273935869,Running,
STR,4,0.3862398608623141,Running,
ALO,4,0.09346973923367863,Running,
PER,27,0.6041118224739725,Running,
SAI,43,0.293038304870577,Running,
NOR,59,0.04574874166235893,Pit,
LEC,32,0.42592384957128165,Running,
RUS,33,1.3825995449736852,Running,
VER,28,1.3063987806117048,Running,
RUS,55,0.343537778238473,Running,
ALO,60,0.18751265387040722,Running,
STR,70,0.6621652048010143,Running,
VER,62,0.4749664444995305,Running,
NOR,34,0.17234484989699372,Running,
NOR,56,0.42845791602889594,Running,
LEC,13,0.6184425201969296,Running,
ALO,56,0.522475871361297,Running,
PER,18,0.19431687189090247,Running,
ALO,54,0.13662803424149966,Running,
STR,77,0.17872127409897243,Running,
RUS,43,0.5114731575579595,Running,
NOR,39,0.11887538712982981,Running,
RUS,61,0.5603187257249884,Running,
RUS,42,0.2337151713218008,Running,
RUS,18,0.24161297957122768,Running,
NOR,23,0.15330621909233205,Running,
PIA,54,0.010285129584217123,Running,
HAM,30,0.7146078007288046,Running,
STR,58,0.6374590985154347,Running,
PIA,68,1.4586808313715351,Running,
STR,67,1.0590013795246391,Running,
VER,71,1.9168610609916967,Running,
ALO,18,1.6643933002361542,Running,
ALO,7,2.3763009975457563,Running,
SAI,40,2.5618593248390122,Running,
ALO,70,1.6727451864307061,Running,
NOR,65,0.9273934452821098,Running,
PER,68,0.0569229195883314,Running,
LEC,49,0.6606550747667015,Running,
SAI,52,0.22235860395221213,Running,
LEC,29,0.5655750480242056,Running,
STR,21,1.2383979271276018,Running,
LEC,78,0.4591308465732302,Running,
LEC,9,0.42188063229667283,Running,
SAI,47,0.15716636785198385,Running,
VER,76,0.26952625696512605,Running,
RUS,42,0.9001120169880195,Running,
ALO,51,0.7139563340354704,Running,
ALO,56,0.027460185830237294,Running,
NOR,51,0.12131630618147787,Running,
SAI,70,0.9140463825833084,Running,
NOR,20,0.1075424197910374,Pit,
PER,27,0.35521454437361377,Running,
PER,38,0.44363447295503733,In Lap,
NOR,72,0.7658213440683335,Running,
SAI,65,0.5823563787641719,Running,
NOR,54,0.24450737625220098,Running,
ALO,24,0.665074812993889,Running,
PIA,47,1.1995215898451719,Running,
HAM,71,2.0526241753027654,Running,
LEC,63,2.226487240369669,Running,
HAM,57,2.2966283352762504,Running,
SAI,55,2.5966170229037107,Running,
HAM,60,2.2185197914103476,Running,
PER,62,1.4526839244695153,Running,
STR,30,1.1634646322418618,Running,
LEC,22,0.8343016819841037,Running,
RUS,75,0.18885175671521925,Running,
SAI,29,0.3222923634117941,Running,
LEC,41,1.1287465055810686,Running,
HAM,42,1.874639519661829,Running,
PER,65,1.64519781549871,Running,
VER,31,1.312791519692634,Running,
PIA,30,1.3747834425327539,Running,
RUS,18,2.0978561835142338,Running,
PIA,17,1.619232437171124,Running,
LEC,38,0.4680656637583658,Running,
PER,14,0.329717844745471,Running,
PER,56,0.6910123531910604,Running,
HAM,22,1.2434200611732726,Running,
ALO,67,1.693159223380307,Running,
HAM,56,1.055415310793098,Running,
ALO,19,1.6588450249590603,Running,
ALO,57,0.5708337393045992,Running,
RUS,44,0.37932557322788163,Running,
HAM,35,0.3617175238994505,Running,
VER,1,0.18384939468362033,Running,
NOR,52,1.3538981738196538,Running,
NOR,70,1.3058894038191673,Running,
HAM,37,0.5638305259525439,Running,
HAM,65,0.33048321984482376,Running,
PIA,51,0.06502064523958295,Pit,
RUS,1,0.44802695680926236,Running,
HAM,21,1.2095842691640422,Running,
PIA,53,1.349021585046699,Running,
ALO,16,0.23771177564567425,In Lap,
PER,61,0.8613432298902268,Running,
PER,54,1.0099075183775799,Running,
ALO,40,0.8554093406282561,Running,
SAI,26,0.902506228557741,Running,
PIA,65,0.4557159925128021,Running,
PIA,74,0.006584537885011288,Running,
ALO,64,0.6443345622568917,Running,
VER,43,1.4682689813446892,Running,
STR,17,1.7022162128388723,Running,
LEC,59,1.7182532264848893,Running,
ALO,23,1.8633839650020523,Running,
HAM,7,1.0599816687437453,Running,
HAM,44,1.402791248155627,Running,
RUS,53,0.8817318027533716,Running,
ALO,71,0.38709621283019024,Running,
RUS,34,0.045174557957253225,Running,
ALO,46,0.8590792013007262,Running,
PIA,68,1.0212369596020539,Running,
LEC,78,0.4573513099868809,Running,
PIA,78,0.2848141834755666,Running,
STR,16,0.2753477100939858,Running,
PER,71,0.0815548043708092,Running,
NOR,19,0.07516474881764934,Running,
ALO,2,0.23010398512851304,Running,
STR,10,0.22930083296494042,Running,
PER,50,0.48328193989069096,Running,
SAI,12,1.3048407774244806,Running,
LEC,70,1.209450309027893,Running,
RUS,22,1.4123817159454988,Running,
RUS,32,1.1247797241107929,Running,
PIA,1,1.2086476058147735,Running,
HAM,54,1.4087937449465835,Running,
PER,58,0.7186044838323524,Running,
SAI,70,0.0721892362392007,Running,
STR,18,0.7521146983143934,Running,
LEC,6,1.3026335054318494,Running,
PER,45,1.7988992687092837,Running,
SAI,23,1.4998151204811974,Running,
NOR,23,0.82831488265077,Running,
ALO,26,0.3952660635674801,Running,
RUS,77,0.5497213435277772,Running,
STR,7,0.18024689705541663,Running,
RUS,44,0.36656452173067233,Pit,
STR,27,0.49837270017226987,Running,
PIA,26,0.7014361214206871,Running,
HAM,36,0.29961880268744995,Running,
STR,55,0.25676335831692904,Running,
RUS,64,0.5943050125621643,Running,
PIA,57,0.48293213858570244,Running,
STR,69,0.8444571471325657,Running,
NOR,61,1.1752243947895673,Running,
HAM,2,0.012111500871180014,Running,
STR,55,0.28033565810254846,Running,
PIA,38,0.8344680059417242,Running,
PER,78,0.549155135029028,Running,
VER,29,1.151443576918311,Running,
SAI,26,0.8940513772076955,Running,
VER,35,1.4104961868736305,Running,
VER,67,1.4206551776190541,Running,
LEC,29,0.9521725308773904,Running,
NOR,34,1.1843527162408953,Running,
PER,41,1.1232574442704355,Running,
ALO,41,0.6425626499183004,Running,
STR,23,0.016756026653133582,Running,
SAI,71,0.8495777111547711,Running,
HAM,3,0.07661845948294665,Running,
PER,58,0.1007203271382845,Running,
RUS,32,0.39744167763837435,Running,
ALO,31,0.45967248836991104,Running,
LEC,43,0.5666779516567244,Running,
LEC,7,0.5496730046468667,Running,
PER,1,0.6187376569007752,Running,
PIA,61,0.1145459394193124,Running,
VER,14,0.40444467858263694,Running,
RUS,52,0.008235520334314017,Running,
LEC,6,1.3155361975371345,Running,
SAI,10,1.3915416830066043,Running,
LEC,71,1.6288039342867613,Running,
HAM,30,0.758056861967453,Running,
STR,21,0.21655741461879957,Running,
LEC,60,0.36018087213778444,Running,
HAM,74,0.11309808910979907,Pit,
PER,63,0.9477252995911276,Running,
PER,42,0.8517993869038107,Running,
ALO,51,0.38672087424046486,Running,
LEC,64,0.06899914067285129,Running,
SAI,76,0.7523260147715233,Running,
LEC,56,1.4588082107611173,Running,
SAI,41,0.43970793140000186,Running,
NOR,32,0.1256848978158448,Running,
ALO,15,0.48685251113731454,Running,
NOR,62,0.1633358511267169,Running,
LEC,27,0.5944758088645641,Running,
ALO,28,0.23927551512523682,Running,
NOR,64,0.015365033244013615,Running,
VER,59,0.7252296218910881,Running,
LEC,58,0.051962255810961144,Running,
NOR,2,0.36385072476432384,Running,
VER,36,0.13773819436463525,Running,
VER,71,0.29233027271578366,Running,
PER,13,0.620545970961417,Running,
LEC,15,0.3838278674604817,Running,
VER,60,0.7021186086131892,Running,
PER,22,0.17845692269337493,Running,
NOR,63,0.25728359206540485,Running,
HAM,75,0.011020409128126296,Running,
LEC,74,0.5138533088193467,In Lap,
ALO,25,0.7165366372188633,Running,
SAI,48,0.466026755101312,Running,
SAI,43,0.4336115568603721,Running,
NOR,38,0.003414175386948215,Running,
PIA,41,0.4492525620442528,Running,
PIA,45,0.2852277314162169,Running,
NOR,40,0.10283100466265405,Running,
VER,17,0.01312611575399747,Running,
LEC,57,0.19455617254912627,Running,
SAI,2,1.305352793713227,Running,
SAI,62,0.8502527246389308,Running,
VER,9,0.19239825343968509,Running,
SAI,68,0.06299795253332657,Running,
ALO,17,0.13181919887086807,Running,
LEC,50,0.3437499120760537,Running,
STR,40,0.2805647986965948,Running,
SAI,58,0.8610228182521468,Running,
NOR,75,1.6830808706601308,In Lap,
ALO,21,1.299231242397636,Running,
SAI,18,0.47428278266002794,Running,
ALO,55,1.1360867747279915,Running,
PER,29,1.0746455049962036,Running,
STR,24,0.7318493300452713,Pit,
RUS,74,0.22558686723418014,Running,
NOR,17,0.260794361609408,Running,
NOR,18,0.9154380585180435,Running,
LEC,42,0.8195596473539082,Running,
ALO,45,0.8375247321545389,Running,
VER,17,1.600166593989874,Running,
NOR,73,1.6290268421552914,Running,
ALO,14,1.6062653976377905,Running,
ALO,49,0.6719235142683772,Running,
HAM,29,0.23170461900730854,Running,
HAM,4,0.22797403704114538,Running,
RUS,20,0.3478180562168087,Running,
PER,47,0.3611242458613398,Running,
RUS,9,1.4436603071349252,Running,
SAI,77,1.8903735106334598,Running,
VER,27,2.4295633701987116,Running,
SAI,15,1.5251805806971594,Running,
PIA,19,1.1938734440874164,Running,
SAI,52,1.9512297023626433,Running,
LEC,26,1.9975850024655752,Running,
SAI,26,1.2671571787455747,Running,
RUS,26,0.08108734022758968,In Lap,
NOR,46,0.03106020735055004,Running,
NOR,49,0.45884777305294083,Running,
HAM,53,0.19787190523131437,Running,
VER,3,0.1817627097353322,Running,
VER,66,0.22579358168568625,Running,
LEC,42,0.7167338602799472,Running,
RUS,19,0.32104747046019233,Running,
HAM,17,0.2665035086869258,Running,
PIA,33,0.274584690408107,Running,
VER,76,0.3148302832427091,In Lap,
NOR,49,0.6805793901642974,Running,
SAI,56,0.3733922052031269,Running,
SAI,63,0.9221009429877303,Running,
HAM,3,0.11654962258904472,Running,
RUS,49,0.04118863888417229,Running,
RUS,55,0.22588748644127715,Pit,
PER,26,0.4574816487308189,Running,
STR,72,1.2375193574723122,Running,
VER,52,1.0888966262688733,Running,
RUS,7,0.9486725956774342,Running,
NOR,46,1.5903754644890258,Running,
HAM,46,0.7706819150603408,Running,
PIA,16,0.8026645826302761,Running,
PER,24,0.24426158152025534,Running,
ALO,61,0.17920960434109623,Pit,
LEC,54,1.1848487054712475,Running,
PIA,62,1.285994019433724,In Lap,
ALO,1,1.5950505506183572,Running,
SAI,49,1.9467073465431888,Running,
LEC,25,0.9745634090187499,Running,
VER,10,0.5183993426365413,In Lap,
NOR,16,0.2762750919980045,Pit,
LEC,58,0.7877030653545336,In Lap,
STR,72,0.8273338714462883,Pit,
ALO,29,0.12033379293192037,Running,
VER,6,0.4938146684271158,Running,
STR,16,0.4517667183493543,Running,
SAI,20,0.6975214814428323,Running,
STR,71,1.1066436779865088,In Lap,
PER,78,0.20431271981271315,Running,
PER,43,0.46759655569812847,Running,
HAM,26,0.10312977684926034,Running,
PIA,78,0.14647575896027248,Running,
PIA,71,0.061805146825670565,Running,
VER,33,0.5433043353568909,Running,
SAI,26,0.07873211864715818,Running,
RUS,45,0.11232291241735776,Running,
PER,63,0.5414026792640538,Running,
VER,67,1.198796810331755,Running,
RUS,52,1.0273913351669632,In Lap,
PIA,68,1.0888391170244427,Running,
HAM,26,1.6293870953487306,Running,
STR,75,0.9862998118210509,Running,
PER,2,0.619287945302692,Running,
VER,14,0.1869367670826988,Running,
LEC,30,0.21146067814385994,Running,
RUS,49,0.4452084108032092,Running,
STR,12,0.927240490736174,Running,
PER,44,1.646425710376652,Running,
PIA,33,1.582849738519955,Running,
SAI,13,1.720196204555173,Running,
RUS,78,2.570664384070204,Pit,
PIA,26,2.7420732019487817,Running,
PER,21,1.240760360315682,Running,
RUS,28,0.9739397608581766,Running,
STR,48,0.30753533672692596,Running,
PER,40,1.4659774667348426,In Lap,
ALO,66,1.6639588802994918,Running,
VER,73,1.6593049615635556,Running,
STR,77,1.9387041065711417,Running,
RUS,23,1.8747133616283898,Running,
SAI,48,1.496640640467417,Running,
PIA,2,1.529293368309853,Running,
LEC,20,1.8585864205428875,Running,
PIA,59,0.7306139474865386,Running,
RUS,46,0.3081026527766109,Running,
PIA,3,0.20433925346895337,Running,
VER,55,0.08438160309769821,Running,
PER,12,0.5642172909590613,Running,
LEC,40,0.7841609483661125,Running,
NOR,66,0.8404182874959434,Running,
RUS,78,1.4978544105651,Running,
HAM,16,0.8391639272120943,Pit,
NOR,34,1.0650513142317823,Running,
PIA,44,0.6972240206521624,Running,
RUS,6,0.9529815584843199,Running,
ALO,77,0.016336034322057824,Running,
HAM,64,0.3405245686966346,Pit,
LEC,22,0.024044194001020258,Running,
SAI,18,0.033136568172942304,Running,
ALO,12,0.32785349489150295,In Lap,
NOR,52,0.128447791097748,Running,
PER,51,0.14773018710643876,Running,
VER,71,0.91026286578203,Running,
SAI,48,0.43202847766313085,In Lap,
ALO,19,0.004165263522273865,Running,
PER,6,0.25264791971711525,Running,
PER,27,0.4416985972250334,Running,
RUS,53,1.1495715591932534,Running,
ALO,48,1.1614866894376976,Running,
LEC,7,0.9904556372560922,Running,
PIA,59,0.6450125525253356,Running,
HAM,69,0.2895928187368349,Running,
HAM,11,0.4078724413263582,Running,
NOR,15,0.22575970577427273,Running,
NOR,64,0.30144122117706507,Running,
HAM,3,1.138313450013223,Running,
LEC,69,1.3664157730911632,Running,
VER,23,1.3128446499219169,Running,
STR,53,1.4173457765698574,Running,
PIA,37,0.6867543176189803,Running,
VER,9,0.8129750938527205,Running,
RUS,15,0.16169160878071603,Running,
STR,3,0.7058811367443032,Running,
STR,70,0.19000721578214252,Running,
ALO,17,0.18911237744180243,Running,
LEC,26,0.3066873417532201,Running,
LEC,21,0.6339660526264765,Running,
STR,72,0.8886073044844165,Pit,
ALO,21,0.6959820766628988,Running,
PIA,11,0.166330383892839,Running,
STR,38,0.004255700543025209,Running,
SAI,72,0.45910206312542307,Running,
NOR,35,0.7891723647745277,Running,
NOR,14,0.632519575077535,Running,
VER,14,1.380314356691885,Pit,
RUS,10,1.3483959716984837,Running,
NOR,12,1.444116512543664,Running,
PER,38,0.5526263993072809,Running,
VER,34,0.30078756688371316,In Lap,
NOR,41,0.8186054456254144,Running,
RUS,10,1.1966572875253823,Pit,
LEC,17,0.9240353680616598,Running,
LEC,17,0.5528186965924928,Running,
PIA,67,0.8847878061765748,Running,
STR,62,0.7886852292603053,Running,
SAI,1,1.4357639559066604,Running,
LEC,12,1.7356243791150443,Running,
ALO,4,0.721072764993884,Running,
NOR,42,0.43574091807762616,Running,
ALO,13,1.448340294752812,Running,
RUS,4,2.5792681411082388,Running,
LEC,69,1.40842252160108,Running,
SAI,19,1.4600036817524822,Running,
RUS,2,0.2277511484264208,Running,
PER,12,0.5849026338095531,Running,
PER,74,0.13505122345566084,Running,
ALO,6,0.35770793473039186,Running,
STR,8,0.7849680212451235,Running,
VER,51,0.9768666186125277,Running,
STR,11,0.1844966453934782,Running,
PIA,63,0.4314291984536353,Running,
STR,57,0.18986966065659,Running,
PIA,12,0.040523534641034864,Pit,
PIA,73,0.3166105119716947,Running,
SAI,2,0.2815359518088492,Running,
LEC,8,0.44341806219177216,Running,
SAI,11,0.13314880661975947,Running,
PIA,53,0.1927267526825427,Running,
RUS,10,0.3994994267739624,Running,
PER,8,0.42204793840380367,Running,
PIA,36,0.30643063779615815,Running,
SAI,76,0.7099883408648838,Running,
RUS,14,0.6361037513831685,Running,
SAI,54,0.15422026445909148,Running,
STR,21,0.4193818283233383,Running,
NOR,50,0.2945634310810588,Running,
ALO,39,0.1717740617079591,Running,
VER,20,0.18893020189915954,Running,
SAI,7,0.05506335254904238,Running,
VER,9,0.3957003488370761,Running,
HAM,1,0.707031297099664,Running,
SAI,26,0.6964551750967024,Running,
NOR,38,1.0122471344265749,Running,
VER,38,0.9212410751601091,Running,
PIA,61,0.503744870111418,Running,
SAI,44,0.35376011685323283,Running,
LEC,44,0.9388574132163416,Running,
ALO,74,0.3060958895002852,Running,
NOR,62,0.15810727686168397,Running,
VER,6,0.09228969665808356,Running,
NOR,17,0.5906572006173838,Running,
RUS,51,0.9581764128967468,Pit,
ALO,38,0.4694532048453118,Running,
PIA,24,0.7878905749333559,Running,
SAI,51,0.3078284932886352,Running,
SAI,10,0.6609741768808284,Running,
SAI,72,1.106503506110168,Running,
ALO,21,1.3886305371554608,Running,
LEC,70,0.8617295074246523,Running,
HAM,57,1.1773112390112737,Running,
PER,39,1.6424812015739283,Running,
STR,33,1.5137382713828293,Running,
VER,59,1.2974997842989153,Running,
LEC,18,1.472872513546862,Running,
PIA,56,0.8093990742563173,Running,
VER,57,0.46616285593176904,Running,
SAI,76,0.6174617457149201,Running,
NOR,48,0.1838665575373974,Running,
PIA,42,0.2726371505886005,Running,
VER,27,0.6881803463061581,Running,
SAI,74,0.9109628872381481,Running,
VER,52,1.0156193043917017,Running,
NOR,42,0.6896078623487178,Running,
SAI,32,1.2773504319430473,Running,
HAM,26,1.3672801307718503,Running,
LEC,25,1.1327108815236742,Running,
RUS,75,1.2662147072019097,Running,
STR,23,1.3266573550263923,Running,
ALO,57,1.4555597125338964,Running,
STR,52,0.8737388236737489,Running,
PIA,31,0.27190806548348795,Running,
STR,64,0.04158905592534651,Pit,
SAI,71,0.31668419535135356,Running,
HAM,33,0.6824478762254629,Running,
RUS,2,0.46602526463628974,Running,
LEC,18,0.5870921851776054,Running,
LEC,47,0.2663292977807388,Pit,
NOR,33,0.7875659269852231,Running,
ALO,35,1.2206008774070132,In Lap,
VER,51,1.1649704380827144,Running,
HAM,18,0.9479217991294558,Running,
VER,72,0.1916697727727748,Running,
RUS,30,0.593278256985566,Running,
STR,44,1.356154195960381,Running,
LEC,53,1.5784744885611115,Running,
RUS,10,0.9333970215185603,Running,
STR,52,0.8430568744174333,Running,
LEC,49,1.0200944409459942,Running,
STR,11,0.6822353099730005,Pit,
ALO,66,0.10377851796734977,Running,
HAM,58,1.0176767768161288,Running,
PIA,36,1.9404804090842596,Running,
RUS,33,1.5682367710422627,Running,
RUS,47,0.8671526994259535,Running,
PER,13,0.24804982114296492,Running,
SAI,40,0.08964209070010526,Running,
ALO,68,0.06919154752615814,Running,
ALO,42,0.21568626550599462,Running,
VER,19,0.18416293651099952,Running,
STR,19,0.5928277661196815,Running,
SAI,58,0.10847551421741403,Running,
HAM,23,0.19948022270648708,Running,
HAM,54,0.6190838015947122,Running,
ALO,65,0.49748868611712294,Running,
HAM,12,0.07307023032734894,Running,
PER,24,0.41044291259526855,Running,
RUS,34,0.21479276242855339,Running,
NOR,53,0.4438465010031714,Running,
PIA,8,1.1934699002419613,Running,
VER,18,1.5238483118266297,Running,
STR,57,1.563160687621136,Running,
PIA,5,0.7539458883711116,Running,
STR,26,0.3894586449308818,Running,
LEC,30,1.0993147169493054,Running,
PIA,54,1.4034366650544527,In Lap,
NOR,13,0.7567102373035497,Running,
ALO,29,0.06723475873416929,Running,
PER,3,1.0415813594591192,Running,
RUS,58,0.20482279408480658,Running,
RUS,76,0.3452610758055377,Running,
PER,2,0.08575832424829039,Running,
SAI,75,0.291048980312153,Running,
LEC,28,0.51860519242269,Running,
STR,77,0.7345063816493482,Running,
NOR,76,0.7014547755579261,Running,
HAM,2,0.44318796230443797,Running,
PIA,7,1.1230648196136186,Running,
LEC,26,0.2093289210945551,Running,
PIA,76,0.2490127883231788,Running,
NOR,16,0.23344996033397014,Running,
VER,23,0.41395761900600847,Running,
VER,40,0.31147021003036374,Running,
LEC,60,0.13219892779403192,Running,
ALO,73,0.8605289627796233,Running,
NOR,32,0.8021061786979657,In Lap,
NOR,15,0.4847302758493849,Running,
PER,13,0.3638957859586664,Running,
ALO,5,0.3292703989828616,Running,
STR,75,0.03246679904864158,Running,
STR,74,0.006834527987542582,Running,
HAM,52,0.0394159061255589,Running,
RUS,77,0.7811183526218957,Running,
VER,41,0.9861338284737536,Running,
STR,53,0.3780402685922307,Running,
ALO,50,0.45738477197268257,Running,
NOR,15,0.007502389877583893,Running,
STR,7,0.6478394902988821,Running,
NOR,40,1.0632694051979377,Running,
STR,28,0.372335841413568,Running,
VER,32,0.026475246359684845,Running,
PIA,15,0.22955491153994062,In Lap,
STR,70,0.710280703270344,Pit,
ALO,65,0.9314949988491611,Running,
STR,4,0.9733765508246728,Running,
RUS,11,0.34426719161572694,Running,
VER,26,0.019070875495305617,Running,
ALO,61,0.12469321557228435,In Lap,
PER,37,0.35058485907457915,Running,
ALO,23,0.8378326230498445,Running,
RUS,40,0.7846569463287351,Running,
PIA,77,1.364460394089273,Running,
VER,23,0.802681722722788,Running,
PER,16,0.8300685209831806,Running,
RUS,61,0.7546435062268195,Running,
RUS,68,1.2864823401116734,Running,
LEC,31,0.8177618990521676,Running,
VER,53,0.719336643527442,Running,
ALO,25,1.0199482569330078,Running,
NOR,44,0.04451737932691657,Running,
PIA,12,0.2957808899822556,Running,
NOR,9,0.023613130279967476,Running,
ALO,12,0.637892483879815,Running,
ALO,69,0.07630838868331324,Running,
VER,54,0.04013079894186061,Running,
ALO,54,1.1594893521916394,Running,
LEC,28,1.898032665957522,Running,
PER,56,1.1724227733788575,Running,
ALO,69,0.3974360222768092,Running,
NOR,77,0.9002372680005464,Running,
ALO,58,0.0860036438143072,Running,
LEC,78,0.628665280331496,Running,
STR,75,0.31651702022992834,Running,
STR,42,0.008598400663471784,Running,
RUS,38,0.2757504899164265,Running,
PIA,68,0.23022431627276185,Running,
HAM,53,0.677038762719455,Running,
PER,33,1.2326587494109948,Running,
SAI,71,1.1945829345758634,Pit,
RUS,56,1.2699891220589787,Running,
PIA,72,1.715867745364126,Running,
STR,51,1.3005442020385365,Running,
NOR,74,1.1797274038040138,Running,
SAI,43,1.578460023019959,Running,
PIA,15,0.916976354950634,Running,
PIA,38,0.4292253560763473,Running,
RUS,15,0.7369661694457228,Running,
SAI,5,0.47157267471284875,Running,
VER,54,0.19971191871243354,Running,
HAM,51,0.36189312543618707,Running,
VER,10,0.020777336132797586,Running,
SAI,12,0.25295781072211393,Pit,
VER,4,0.24819159895493464,Running,
LEC,18,0.36551568260450445,Running,
STR,36,0.7841641053992612,Running,
LEC,25,0.3433700334931386,Running,
ALO,76,1.1970505152369095,Running,
VER,36,0.7382450889519956,Running,
ALO,67,0.2830077054185906,Running,
