Driver,LapNumber,LapTime,Compound,PitStatus,SessionTime
STR,55,83.30153234866425,MEDIUM,Running,2024-05-26 03:27:24
RUS,64,88.6210826525772,SOFT,Running,2024-05-26 03:27:36
PIA,57,86.70880360351497,HARD,Running,2024-05-26 03:27:48
STR,69,85.05644294369796,SOFT,Running,2024-05-26 03:28:00
NOR,61,85.07658601092368,HARD,Running,2024-05-26 03:28:12
HAM,2,81.50972129297308,MEDIUM,Running,2024-05-26 03:28:24
STR,55,83.97318101369741,MEDIUM,Running,2024-05-26 03:28:36
PIA,38,84.86297324097652,MEDIUM,Running,2024-05-26 03:28:48
PER,78,85.81698895685564,SOFT,Running,2024-05-26 03:29:00
VER,29,87.767246240014,HARD,Running,2024-05-26 03:29:12
SAI,26,89.16758212469212,HARD,Running,2024-05-26 03:29:24
VER,35,85.99008077784463,HARD,Running,2024-05-26 03:29:36
VER,67,85.87009676185734,HARD,Running,2024-05-26 03:29:48
LEC,29,84.61736681847864,HARD,Running,2024-05-26 03:30:00
NOR,34,82.41281974201884,SOFT,Running,2024-05-26 03:30:12
PER,41,84.40958425283061,HARD,Running,2024-05-26 03:30:24
ALO,41,85.13009805645716,MEDIUM,Running,2024-05-26 03:30:36
STR,23,87.2557099571973,HARD,Running,2024-05-26 03:30:48
SAI,71,86.4351261568475,MEDIUM,Running,2024-05-26 03:31:00
HAM,3,85.89878140302191,SOFT,Running,2024-05-26 03:31:12
PER,58,84.45455983171935,SOFT,Running,2024-05-26 03:31:24
RUS,32,81.93218985172057,MEDIUM,Running,2024-05-26 03:31:36
ALO,31,82.04083911228122,HARD,Running,2024-05-26 03:31:48
LEC,43,82.50527435950438,SOFT,Running,2024-05-26 03:32:00
LEC,7,84.9743879828315,SOFT,Running,2024-05-26 03:32:12
PER,1,87.28927998789239,SOFT,Running,2024-05-26 03:32:24
PIA,61,87.2407180259296,HARD,Running,2024-05-26 03:32:36
VER,14,86.92868837173938,MEDIUM,Running,2024-05-26 03:32:48
RUS,52,84.57282812966753,MEDIUM,Running,2024-05-26 03:33:00
LEC,6,87.5596736990108,HARD,Running,2024-05-26 03:33:12
SAI,10,83.82407296267829,SOFT,Running,2024-05-26 03:33:24
LEC,71,87.03610818994598,HARD,Running,2024-05-26 03:33:36
HAM,30,82.4857626243815,HARD,Running,2024-05-26 03:33:48
STR,21,83.38119796100301,MEDIUM,Running,2024-05-26 03:34:00
LEC,60,88.47470710974702,HARD,Running,2024-05-26 03:34:12
HAM,74,85.13309769510744,HARD,Pit,2024-05-26 03:34:24
PER,63,84.27425425305039,SOFT,Running,2024-05-26 03:34:36
PER,42,87.48496567559818,SOFT,Running,2024-05-26 03:34:48
ALO,51,87.69126892240308,MEDIUM,Running,2024-05-26 03:35:00
LEC,64,84.7200945454214,SOFT,Running,2024-05-26 03:35:12
SAI,76,86.00123421529585,HARD,Running,2024-05-26 03:35:24
LEC,56,85.74643336573286,HARD,Running,2024-05-26 03:35:36
SAI,41,80.411217406686,HARD,Running,2024-05-26 03:35:48
NOR,32,82.98745185822528,MEDIUM,Running,2024-05-26 03:36:00
ALO,15,87.19605794552774,SOFT,Running,2024-05-26 03:36:12
NOR,62,84.00131235172304,HARD,Running,2024-05-26 03:36:24
LEC,27,86.45370821291712,SOFT,Running,2024-05-26 03:36:36
ALO,28,85.97347281242196,SOFT,Running,2024-05-26 03:36:48
NOR,64,87.68777898623019,SOFT,Running,2024-05-26 03:37:00
VER,59,83.04517532086585,SOFT,Running,2024-05-26 03:37:12
LEC,58,86.20957051373026,MEDIUM,Running,2024-05-26 03:37:24
NOR,2,85.3822539753562,MEDIUM,Running,2024-05-26 03:37:36
VER,36,84.07840618678509,MEDIUM,Running,2024-05-26 03:37:48
VER,71,84.06576646149738,HARD,Running,2024-05-26 03:38:00
PER,13,85.90946558548619,HARD,Running,2024-05-26 03:38:12
LEC,15,86.63340630789322,HARD,Running,2024-05-26 03:38:24
VER,60,85.61447330857973,MEDIUM,Running,2024-05-26 03:38:36
PER,22,85.6704856533431,SOFT,Running,2024-05-26 03:38:48
NOR,63,84.60271007273516,MEDIUM,Running,2024-05-26 03:39:00
HAM,75,84.7220655293105,HARD,Running,2024-05-26 03:39:12
LEC,74,84.07355335495579,HARD,In Lap,2024-05-26 03:39:24
ALO,25,84.56651702694894,SOFT,Running,2024-05-26 03:39:36
SAI,48,86.570416065303,MEDIUM,Running,2024-05-26 03:39:48
SAI,43,86.77153012398092,SOFT,Running,2024-05-26 03:40:00
NOR,38,83.20342389154895,MEDIUM,Running,2024-05-26 03:40:12
PIA,41,83.88641398449312,HARD,Running,2024-05-26 03:40:24
PIA,45,84.22128355739545,SOFT,Running,2024-05-26 03:40:36
NOR,40,85.38473364882046,SOFT,Running,2024-05-26 03:40:48
VER,17,82.47032494913448,MEDIUM,Running,2024-05-26 03:41:00
LEC,57,83.91796731407099,MEDIUM,Running,2024-05-26 03:41:12
SAI,2,83.00595327656026,MEDIUM,Running,2024-05-26 03:41:24
SAI,62,86.22086784157821,HARD,Running,2024-05-26 03:41:36
VER,9,85.44658510380192,MEDIUM,Running,2024-05-26 03:41:48
SAI,68,84.66741445420374,HARD,Running,2024-05-26 03:42:00
ALO,17,83.58610089461756,MEDIUM,Running,2024-05-26 03:42:12
LEC,50,84.69522638767945,MEDIUM,Running,2024-05-26 03:42:24
STR,40,84.48355419163575,HARD,Running,2024-05-26 03:42:36
SAI,58,88.44239979453577,MEDIUM,Running,2024-05-26 03:42:48
NOR,75,87.29463548084719,HARD,In Lap,2024-05-26 03:43:00
ALO,21,84.25672573332794,HARD,Running,2024-05-26 03:43:12
SAI,18,85.79735161371443,MEDIUM,Running,2024-05-26 03:43:24
ALO,55,87.1995755638548,MEDIUM,Running,2024-05-26 03:43:36
PER,29,84.25617446286668,SOFT,Running,2024-05-26 03:43:48
STR,24,82.94920066624812,MEDIUM,Pit,2024-05-26 03:44:00
RUS,74,82.26565466232128,SOFT,Running,2024-05-26 03:44:12
NOR,17,87.7900804558463,MEDIUM,Running,2024-05-26 03:44:24
NOR,18,85.15608771335415,HARD,Running,2024-05-26 03:44:36
LEC,42,86.02438541917446,HARD,Running,2024-05-26 03:44:48
ALO,45,84.4663727244257,SOFT,Running,2024-05-26 03:45:00
VER,17,83.21778194671857,MEDIUM,Running,2024-05-26 03:45:12
NOR,73,83.55365851528963,SOFT,Running,2024-05-26 03:45:24
ALO,14,83.0861373738733,MEDIUM,Running,2024-05-26 03:45:36
ALO,49,87.02998994604397,MEDIUM,Running,2024-05-26 03:45:48
HAM,29,88.1866100849977,HARD,Running,2024-05-26 03:46:00
HAM,4,85.56703913245504,SOFT,Running,2024-05-26 03:46:12
RUS,20,82.76796163223928,HARD,Running,2024-05-26 03:46:24
PER,47,86.3938515435041,HARD,Running,2024-05-26 03:46:36
RUS,9,87.77697239698658,HARD,Running,2024-05-26 03:46:48
SAI,77,87.24900018147011,SOFT,Running,2024-05-26 03:47:00
VER,27,85.44756411272701,MEDIUM,Running,2024-05-26 03:47:12
SAI,15,85.07793197407162,MEDIUM,Running,2024-05-26 03:47:24
PIA,19,85.43310062182249,SOFT,Running,2024-05-26 03:47:36
SAI,52,87.70544820895809,MEDIUM,Running,2024-05-26 03:47:48
LEC,26,86.86865777007849,SOFT,Running,2024-05-26 03:48:00
SAI,26,84.80563740067805,SOFT,Running,2024-05-26 03:48:12
RUS,26,84.76035250357728,MEDIUM,In Lap,2024-05-26 03:48:24
NOR,46,84.63294891226677,HARD,Running,2024-05-26 03:48:36
NOR,49,83.58366125960586,SOFT,Running,2024-05-26 03:48:48
HAM,53,87.9333088243417,SOFT,Running,2024-05-26 03:49:00
VER,3,84.0819172540564,SOFT,Running,2024-05-26 03:49:12
VER,66,86.38249691820016,SOFT,Running,2024-05-26 03:49:24
LEC,42,84.3094302510279,MEDIUM,Running,2024-05-26 03:49:36
RUS,19,84.64099701233995,MEDIUM,Running,2024-05-26 03:49:48
HAM,17,85.29501461989865,SOFT,Running,2024-05-26 03:50:00
PIA,33,86.48143636470158,HARD,Running,2024-05-26 03:50:12
VER,76,85.03339701278614,MEDIUM,In Lap,2024-05-26 03:50:24
NOR,49,83.4494306910888,HARD,Running,2024-05-26 03:50:36
SAI,56,85.53434639594238,HARD,Running,2024-05-26 03:50:48
SAI,63,84.11999076145507,SOFT,Running,2024-05-26 03:51:00
HAM,3,88.27890895244616,MEDIUM,Running,2024-05-26 03:51:12
RUS,49,85.03209989554934,SOFT,Running,2024-05-26 03:51:24
RUS,55,84.29765519147196,SOFT,Pit,2024-05-26 03:51:36
PER,26,89.05464143937601,HARD,Running,2024-05-26 03:51:48
STR,72,86.83000146439645,HARD,Running,2024-05-26 03:52:00
VER,52,83.88580659515242,HARD,Running,2024-05-26 03:52:12
RUS,7,84.0763546920061,SOFT,Running,2024-05-26 03:52:24
NOR,46,86.35352936596323,SOFT,Running,2024-05-26 03:52:36
HAM,46,85.57825734186282,SOFT,Running,2024-05-26 03:52:48
PIA,16,87.10231597689686,SOFT,Running,2024-05-26 03:53:00
PER,24,84.30718265821515,SOFT,Running,2024-05-26 03:53:12
ALO,61,86.76199642463726,SOFT,Pit,2024-05-26 03:53:24
LEC,54,81.47108098600552,SOFT,Running,2024-05-26 03:53:36
PIA,62,85.22200463533422,SOFT,In Lap,2024-05-26 03:53:48
ALO,1,84.38907753718068,MEDIUM,Running,2024-05-26 03:54:00
SAI,49,84.68091608279865,MEDIUM,Running,2024-05-26 03:54:12
LEC,25,85.31482563697305,MEDIUM,Running,2024-05-26 03:54:24
VER,10,87.54930655126866,MEDIUM,In Lap,2024-05-26 03:54:36
NOR,16,83.42272821722212,SOFT,Pit,2024-05-26 03:54:48
LEC,58,81.561522592062,SOFT,In Lap,2024-05-26 03:55:00
STR,72,83.63150357199909,HARD,Pit,2024-05-26 03:55:12
ALO,29,87.34038467747068,HARD,Running,2024-05-26 03:55:24
VER,6,82.53901559611516,MEDIUM,Running,2024-05-26 03:55:36
STR,16,84.47049424694723,HARD,Running,2024-05-26 03:55:48
SAI,20,87.01123927466129,MEDIUM,Running,2024-05-26 03:56:00
STR,71,85.39482862214216,SOFT,In Lap,2024-05-26 03:56:12
PER,78,87.53167209753057,SOFT,Running,2024-05-26 03:56:24
PER,43,81.83718812979089,HARD,Running,2024-05-26 03:56:36
HAM,26,84.92110364244417,SOFT,Running,2024-05-26 03:56:48
PIA,78,87.90691889943899,SOFT,Running,2024-05-26 03:57:00
PIA,71,83.4716130369621,MEDIUM,Running,2024-05-26 03:57:12
VER,33,87.36265771809856,HARD,Running,2024-05-26 03:57:24
SAI,26,85.07575731049171,SOFT,Running,2024-05-26 03:57:36
RUS,45,86.28143296510066,HARD,Running,2024-05-26 03:57:48
PER,63,87.77638243264057,SOFT,Running,2024-05-26 03:58:00
VER,67,86.27370507188655,MEDIUM,Running,2024-05-26 03:58:12
RUS,52,84.43575079313514,SOFT,In Lap,2024-05-26 03:58:24
PIA,68,86.51171295382541,HARD,Running,2024-05-26 03:58:36
HAM,26,84.30876027849419,HARD,Running,2024-05-26 03:58:48
STR,75,85.9920603350137,MEDIUM,Running,2024-05-26 03:59:00
PER,2,83.24668267303541,SOFT,Running,2024-05-26 03:59:12
VER,14,85.55237041214212,MEDIUM,Running,2024-05-26 03:59:24
LEC,30,87.64072754091977,HARD,Running,2024-05-26 03:59:36
RUS,49,84.9622144993829,MEDIUM,Running,2024-05-26 03:59:48
STR,12,87.46864278992877,SOFT,Running,2024-05-26 04:00:00
PER,44,91.06817315520763,SOFT,Running,2024-05-26 04:00:12
PIA,33,85.44789483333982,MEDIUM,Running,2024-05-26 04:00:24
SAI,13,86.60554588123557,HARD,Running,2024-05-26 04:00:36
RUS,78,86.3583526527877,HARD,Pit,2024-05-26 04:00:48
PIA,26,85.90518658651334,MEDIUM,Running,2024-05-26 04:01:00
PER,21,86.91821284348602,SOFT,Running,2024-05-26 04:01:12
RUS,28,85.05342894262921,SOFT,Running,2024-05-26 04:01:24
STR,48,84.30742061950582,SOFT,Running,2024-05-26 04:01:36
PER,40,82.75261901142508,SOFT,In Lap,2024-05-26 04:01:48
ALO,66,84.8830347124437,HARD,Running,2024-05-26 04:02:00
VER,73,87.12258149724366,SOFT,Running,2024-05-26 04:02:12
STR,77,83.80836519985236,MEDIUM,Running,2024-05-26 04:02:24
RUS,23,85.94402021375896,MEDIUM,Running,2024-05-26 04:02:36
SAI,48,85.27840224564433,MEDIUM,Running,2024-05-26 04:02:48
PIA,2,84.38270737852332,MEDIUM,Running,2024-05-26 04:03:00
LEC,20,82.16452740644412,SOFT,Running,2024-05-26 04:03:12
PIA,59,87.95313845841741,HARD,Running,2024-05-26 04:03:24
RUS,46,86.43094295469008,SOFT,Running,2024-05-26 04:03:36
PIA,3,90.29751808987666,HARD,Running,2024-05-26 04:03:48
VER,55,87.44294342512357,SOFT,Running,2024-05-26 04:04:00
PER,12,87.91297916156739,HARD,Running,2024-05-26 04:04:12
LEC,40,82.35116328415788,MEDIUM,Running,2024-05-26 04:04:24
NOR,66,82.31969634378919,MEDIUM,Running,2024-05-26 04:04:36
RUS,78,85.57616170989466,HARD,Running,2024-05-26 04:04:48
HAM,16,83.43339223773364,HARD,Pit,2024-05-26 04:05:00
NOR,34,84.27368367568076,HARD,Running,2024-05-26 04:05:12
PIA,44,90.04727552422494,MEDIUM,Running,2024-05-26 04:05:24
RUS,6,87.64177710902734,MEDIUM,Running,2024-05-26 04:05:36
ALO,77,83.81582002380277,SOFT,Running,2024-05-26 04:05:48
HAM,64,81.24098307557422,HARD,Pit,2024-05-26 04:06:00
LEC,22,83.6641127914127,HARD,Running,2024-05-26 04:06:12
SAI,18,84.4970500027103,HARD,Running,2024-05-26 04:06:24
ALO,12,84.92172539533186,MEDIUM,In Lap,2024-05-26 04:06:36
NOR,52,83.19771674806208,HARD,Running,2024-05-26 04:06:48
PER,51,87.53373106619543,HARD,Running,2024-05-26 04:07:00
VER,71,84.21937057105514,MEDIUM,Running,2024-05-26 04:07:12
SAI,48,86.66743981068488,HARD,In Lap,2024-05-26 04:07:24
ALO,19,85.59699735940384,SOFT,Running,2024-05-26 04:07:36
PER,6,87.18925869915488,MEDIUM,Running,2024-05-26 04:07:48
PER,27,85.07174340880252,MEDIUM,Running,2024-05-26 04:08:00
RUS,53,83.83502441041566,MEDIUM,Running,2024-05-26 04:08:12
ALO,48,84.42254303261646,SOFT,Running,2024-05-26 04:08:24
LEC,7,84.44792679415595,MEDIUM,Running,2024-05-26 04:08:36
PIA,59,89.21619099283723,MEDIUM,Running,2024-05-26 04:08:48
HAM,69,85.63770948931072,MEDIUM,Running,2024-05-26 04:09:00
HAM,11,85.50833906646697,MEDIUM,Running,2024-05-26 04:09:12
NOR,15,87.08764777327539,SOFT,Running,2024-05-26 04:09:24
NOR,64,85.49987426144257,HARD,Running,2024-05-26 04:09:36
HAM,3,87.51901737476587,HARD,Running,2024-05-26 04:09:48
LEC,69,84.83026003073799,MEDIUM,Running,2024-05-26 04:10:00
VER,23,84.64744844925715,SOFT,Running,2024-05-26 04:10:12
STR,53,83.73550770717331,MEDIUM,Running,2024-05-26 04:10:24
PIA,37,88.83008519409127,HARD,Running,2024-05-26 04:10:36
VER,9,85.37431531722191,HARD,Running,2024-05-26 04:10:48
RUS,15,83.3867235726813,SOFT,Running,2024-05-26 04:11:00
STR,3,85.8542889995626,HARD,Running,2024-05-26 04:11:12
STR,70,84.3299030212858,MEDIUM,Running,2024-05-26 04:11:24
ALO,17,84.79871778338293,SOFT,Running,2024-05-26 04:11:36
LEC,26,86.05935617710989,HARD,Running,2024-05-26 04:11:48
LEC,21,88.23777343245739,MEDIUM,Running,2024-05-26 04:12:00
STR,72,85.68285364471147,SOFT,Pit,2024-05-26 04:12:12
ALO,21,84.22013381318072,MEDIUM,Running,2024-05-26 04:12:24
PIA,11,84.59115328387038,HARD,Running,2024-05-26 04:12:36
STR,38,86.68160493643884,MEDIUM,Running,2024-05-26 04:12:48
SAI,72,81.97498635158351,SOFT,Running,2024-05-26 04:13:00
NOR,35,83.62317190266704,MEDIUM,Running,2024-05-26 04:13:12
NOR,14,85.8827629371552,HARD,Running,2024-05-26 04:13:24
VER,14,82.42799476072545,SOFT,Pit,2024-05-26 04:13:36
RUS,10,84.93746781755725,SOFT,Running,2024-05-26 04:13:48
NOR,12,84.63912293581647,HARD,Running,2024-05-26 04:14:00
PER,38,87.0794073397362,MEDIUM,Running,2024-05-26 04:14:12
VER,34,85.04949180038544,MEDIUM,In Lap,2024-05-26 04:14:24
NOR,41,87.63604448868549,HARD,Running,2024-05-26 04:14:36
RUS,10,85.64197144182852,SOFT,Pit,2024-05-26 04:14:48
LEC,17,88.69761203545669,HARD,Running,2024-05-26 04:15:00
LEC,17,83.00251986409481,SOFT,Running,2024-05-26 04:15:12
PIA,67,88.41082831428236,SOFT,Running,2024-05-26 04:15:24
STR,62,84.75997111878709,MEDIUM,Running,2024-05-26 04:15:36
SAI,1,88.15310946220754,HARD,Running,2024-05-26 04:15:48
LEC,12,87.6334224597933,SOFT,Running,2024-05-26 04:16:00
ALO,4,80.36656588659119,MEDIUM,Running,2024-05-26 04:16:12
NOR,42,86.36250277857572,HARD,Running,2024-05-26 04:16:24
ALO,13,87.29571557305421,HARD,Running,2024-05-26 04:16:36
RUS,4,87.89146692600801,SOFT,Running,2024-05-26 04:16:48
LEC,69,83.38205306559703,SOFT,Running,2024-05-26 04:17:00
SAI,19,86.56261721462562,SOFT,Running,2024-05-26 04:17:12
RUS,2,85.85113262159831,HARD,Running,2024-05-26 04:17:24
PER,12,86.27653614053938,SOFT,Running,2024-05-26 04:17:36
PER,74,87.29808567586743,HARD,Running,2024-05-26 04:17:48
ALO,6,87.58207773490759,MEDIUM,Running,2024-05-26 04:18:00
STR,8,84.31966268142395,HARD,Running,2024-05-26 04:18:12
VER,51,85.97775479732398,SOFT,Running,2024-05-26 04:18:24
STR,11,85.57404357098183,HARD,Running,2024-05-26 04:18:36
PIA,63,85.06916527991461,SOFT,Running,2024-05-26 04:18:48
STR,57,85.24120461989573,MEDIUM,Running,2024-05-26 04:19:00
PIA,12,85.85277703570195,SOFT,Pit,2024-05-26 04:19:12
PIA,73,84.41643311555892,SOFT,Running,2024-05-26 04:19:24
SAI,2,87.08946620135559,SOFT,Running,2024-05-26 04:19:36
LEC,8,87.78475491892533,SOFT,Running,2024-05-26 04:19:48
SAI,11,84.02296219994538,SOFT,Running,2024-05-26 04:20:00
PIA,53,87.87299379829042,SOFT,Running,2024-05-26 04:20:12
RUS,10,84.02635183639295,MEDIUM,Running,2024-05-26 04:20:24
PER,8,87.11601644104161,MEDIUM,Running,2024-05-26 04:20:36
PIA,36,87.86966185906303,HARD,Running,2024-05-26 04:20:48
SAI,76,85.3298807470563,SOFT,Running,2024-05-26 04:21:00
RUS,14,84.04110406442919,HARD,Running,2024-05-26 04:21:12
SAI,54,84.44037060411907,MEDIUM,Running,2024-05-26 04:21:24
STR,21,86.15134235816794,MEDIUM,Running,2024-05-26 04:21:36
NOR,50,89.03637794233794,SOFT,Running,2024-05-26 04:21:48
ALO,39,82.45308088613392,SOFT,Running,2024-05-26 04:22:00
VER,20,85.68043553666156,HARD,Running,2024-05-26 04:22:12
SAI,7,85.34147013162539,MEDIUM,Running,2024-05-26 04:22:24
VER,9,84.6782608288174,HARD,Running,2024-05-26 04:22:36
HAM,1,85.35459250488849,HARD,Running,2024-05-26 04:22:48
SAI,26,84.52404572067167,HARD,Running,2024-05-26 04:23:00
NOR,38,87.73767974135234,SOFT,Running,2024-05-26 04:23:12
VER,38,87.9164888520001,MEDIUM,Running,2024-05-26 04:23:24
PIA,61,85.65864348806464,HARD,Running,2024-05-26 04:23:36
SAI,44,85.24593897572468,MEDIUM,Running,2024-05-26 04:23:48
LEC,44,84.61253398927128,MEDIUM,Running,2024-05-26 04:24:00
ALO,74,85.66250640795482,HARD,Running,2024-05-26 04:24:12
NOR,62,88.82609585196172,HARD,Running,2024-05-26 04:24:24
VER,6,85.31327837483755,SOFT,Running,2024-05-26 04:24:36
NOR,17,83.98902168355274,MEDIUM,Running,2024-05-26 04:24:48
RUS,51,84.78402859557566,HARD,Pit,2024-05-26 04:25:00
ALO,38,86.85624593118398,HARD,Running,2024-05-26 04:25:12
PIA,24,84.20807393271431,MEDIUM,Running,2024-05-26 04:25:24
SAI,51,85.43932902960746,HARD,Running,2024-05-26 04:25:36
SAI,10,86.35118964329293,MEDIUM,Running,2024-05-26 04:25:48
SAI,72,84.34464685910456,HARD,Running,2024-05-26 04:26:00
ALO,21,82.32406970262291,MEDIUM,Running,2024-05-26 04:26:12
LEC,70,83.57150616506442,HARD,Running,2024-05-26 04:26:24
HAM,57,83.95422028402865,HARD,Running,2024-05-26 04:26:36
PER,39,85.08811084945805,SOFT,Running,2024-05-26 04:26:48
STR,33,85.5797393905115,MEDIUM,Running,2024-05-26 04:27:00
VER,59,86.9826623352788,SOFT,Running,2024-05-26 04:27:12
LEC,18,83.29093918440353,HARD,Running,2024-05-26 04:27:24
PIA,56,86.72091636727292,MEDIUM,Running,2024-05-26 04:27:36
VER,57,84.83233767993036,MEDIUM,Running,2024-05-26 04:27:48
SAI,76,82.28601486201268,HARD,Running,2024-05-26 04:28:00
NOR,48,85.52443258689156,HARD,Running,2024-05-26 04:28:12
PIA,42,87.86928159269995,HARD,Running,2024-05-26 04:28:24
VER,27,87.08960619298527,HARD,Running,2024-05-26 04:28:36
SAI,74,85.36271326016028,MEDIUM,Running,2024-05-26 04:28:48
VER,52,87.52638710903175,SOFT,Running,2024-05-26 04:29:00
NOR,42,85.84600082498515,MEDIUM,Running,2024-05-26 04:29:12
SAI,32,87.26613989008038,MEDIUM,Running,2024-05-26 04:29:24
HAM,26,82.50911579705615,MEDIUM,Running,2024-05-26 04:29:36
LEC,25,83.25058893253153,MEDIUM,Running,2024-05-26 04:29:48
RUS,75,86.8122647740309,HARD,Running,2024-05-26 04:30:00
STR,23,88.27070848982068,SOFT,Running,2024-05-26 04:30:12
ALO,57,86.25113231564251,MEDIUM,Running,2024-05-26 04:30:24
STR,52,84.60479362792356,MEDIUM,Running,2024-05-26 04:30:36
PIA,31,83.96907145456808,SOFT,Running,2024-05-26 04:30:48
STR,64,84.93243270552935,HARD,Pit,2024-05-26 04:31:00
SAI,71,87.68454658509017,MEDIUM,Running,2024-05-26 04:31:12
HAM,33,84.8834513310827,HARD,Running,2024-05-26 04:31:24
RUS,2,87.38597023449735,MEDIUM,Running,2024-05-26 04:31:36
LEC,18,86.67463162581818,MEDIUM,Running,2024-05-26 04:31:48
LEC,47,88.58506644076859,SOFT,Pit,2024-05-26 04:32:00
NOR,33,85.86047136876572,SOFT,Running,2024-05-26 04:32:12
ALO,35,85.41072654987232,HARD,In Lap,2024-05-26 04:32:24
VER,51,87.47580979022449,MEDIUM,Running,2024-05-26 04:32:36
HAM,18,83.81652696846356,HARD,Running,2024-05-26 04:32:48
VER,72,84.70076944120031,SOFT,Running,2024-05-26 04:33:00
RUS,30,82.47599145804628,SOFT,Running,2024-05-26 04:33:12
STR,44,83.24221579371361,SOFT,Running,2024-05-26 04:33:24
LEC,53,88.96206938351366,SOFT,Running,2024-05-26 04:33:36
RUS,10,86.74616623255326,SOFT,Running,2024-05-26 04:33:48
STR,52,83.03273715064871,HARD,Running,2024-05-26 04:34:00
LEC,49,87.6506921903287,HARD,Running,2024-05-26 04:34:12
STR,11,84.23334441684838,SOFT,Pit,2024-05-26 04:34:24
ALO,66,86.65371109500012,MEDIUM,Running,2024-05-26 04:34:36
HAM,58,86.6268244879122,MEDIUM,Running,2024-05-26 04:34:48
PIA,36,88.49698326014885,MEDIUM,Running,2024-05-26 04:35:00
RUS,33,84.53208644909918,MEDIUM,Running,2024-05-26 04:35:12
RUS,47,84.16758710307593,MEDIUM,Running,2024-05-26 04:35:24
PER,13,80.65972347343478,SOFT,Running,2024-05-26 04:35:36
SAI,40,85.28080837195229,HARD,Running,2024-05-26 04:35:48
ALO,68,86.80559369757162,SOFT,Running,2024-05-26 04:36:00
ALO,42,87.05155290348505,MEDIUM,Running,2024-05-26 04:36:12
VER,19,87.75431888333176,MEDIUM,Running,2024-05-26 04:36:24
STR,19,86.02165033559712,HARD,Running,2024-05-26 04:36:36
SAI,58,86.4086060128305,SOFT,Running,2024-05-26 04:36:48
HAM,23,85.62261679328451,HARD,Running,2024-05-26 04:37:00
HAM,54,86.77341870399522,MEDIUM,Running,2024-05-26 04:37:12
ALO,65,83.81836375722001,MEDIUM,Running,2024-05-26 04:37:24
HAM,12,82.96476330435254,HARD,Running,2024-05-26 04:37:36
PER,24,84.0082715830057,MEDIUM,Running,2024-05-26 04:37:48
RUS,34,85.88452269165599,SOFT,Running,2024-05-26 04:38:00
NOR,53,83.15923560155055,MEDIUM,Running,2024-05-26 04:38:12
PIA,8,84.36016051271247,MEDIUM,Running,2024-05-26 04:38:24
VER,18,84.4176702905367,SOFT,Running,2024-05-26 04:38:36
STR,57,86.90727817973782,MEDIUM,Running,2024-05-26 04:38:48
PIA,5,86.68817182895468,HARD,Running,2024-05-26 04:39:00
STR,26,85.62687496606605,HARD,Running,2024-05-26 04:39:12
LEC,30,86.3119167869476,MEDIUM,Running,2024-05-26 04:39:24
PIA,54,86.34742279914055,SOFT,In Lap,2024-05-26 04:39:36
NOR,13,84.84548479716065,SOFT,Running,2024-05-26 04:39:48
ALO,29,84.52350124850209,HARD,Running,2024-05-26 04:40:00
PER,3,88.26603554812027,MEDIUM,Running,2024-05-26 04:40:12
RUS,58,81.01956995135582,SOFT,Running,2024-05-26 04:40:24
RUS,76,84.16565393591294,SOFT,Running,2024-05-26 04:40:36
PER,2,85.13319146146218,HARD,Running,2024-05-26 04:40:48
SAI,75,86.50791256917482,HARD,Running,2024-05-26 04:41:00
LEC,28,87.54391174698574,SOFT,Running,2024-05-26 04:41:12
STR,77,88.84211688753867,HARD,Running,2024-05-26 04:41:24
NOR,76,85.33492077083376,SOFT,Running,2024-05-26 04:41:36
HAM,2,85.45547587555829,MEDIUM,Running,2024-05-26 04:41:48
PIA,7,86.15269810910732,HARD,Running,2024-05-26 04:42:00
LEC,26,84.54398231100794,HARD,Running,2024-05-26 04:42:12
PIA,76,83.36837291029943,MEDIUM,Running,2024-05-26 04:42:24
NOR,16,85.32674916072477,SOFT,Running,2024-05-26 04:42:36
VER,23,86.84167012560323,SOFT,Running,2024-05-26 04:42:48
VER,40,85.06273779688233,HARD,Running,2024-05-26 04:43:00
LEC,60,86.24418369969257,SOFT,Running,2024-05-26 04:43:12
ALO,73,82.13612883683123,SOFT,Running,2024-05-26 04:43:24
NOR,32,85.53312832215502,MEDIUM,In Lap,2024-05-26 04:43:36
NOR,15,84.77379613671421,MEDIUM,Running,2024-05-26 04:43:48
PER,13,83.20477724011587,MEDIUM,Running,2024-05-26 04:44:00
ALO,5,86.68298250645273,HARD,Running,2024-05-26 04:44:12
STR,75,88.82216202469377,MEDIUM,Running,2024-05-26 04:44:24
STR,74,87.2819260662256,MEDIUM,Running,2024-05-26 04:44:36
HAM,52,87.39674820986119,SOFT,Running,2024-05-26 04:44:48
RUS,77,86.78245866231025,MEDIUM,Running,2024-05-26 04:45:00
VER,41,86.6636126093632,HARD,Running,2024-05-26 04:45:12
STR,53,82.26102251596407,MEDIUM,Running,2024-05-26 04:45:24
ALO,50,85.26968828987042,HARD,Running,2024-05-26 04:45:36
NOR,15,86.41560557996256,SOFT,Running,2024-05-26 04:45:48
STR,7,86.45652860616156,SOFT,Running,2024-05-26 04:46:00
NOR,40,87.78907114068546,MEDIUM,Running,2024-05-26 04:46:12
STR,28,83.64168423066027,SOFT,Running,2024-05-26 04:46:24
VER,32,86.59308890773386,MEDIUM,Running,2024-05-26 04:46:36
